"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-0961"	"961"	"la alh allh m7md rswl allh . sla allh 3lih w slm ."	"‘There is no god but God; Muhammad is the Messenger of God.’ The line includes a blessing and prayer for him."	"‘신 외에는 신이 없고 무함마드는 신의 사도다.’라는 말에 그를 위한 축복과 기도가 이어져요."	"A1"	"12"	"religion"	"religious_declaration_and_blessing"	"speech"	"wish"	"neutral"	"low"	""	"draft"
"madoran-s6-sentno-0962"	"962"	"mn sb7a allh zwj mtlw3at w ftata t3am ana min knt fallaj ta3k anti ia wah nshwt bwzalwf n9i hidwra , n9i , nghsl 9sh , ndir 7tb , sha knti diri ? sha knti diri ?"	"A long, partly unclear exchange explicitly preserves the French-derived surface l'âge in the phrase fi l'âge ta3k (exact phrasing and role remain uncertain), then lists food or household work such as cutting or preparing food, cleaning, washing, and gathering firewood. The exchange asks what the other person was doing; the source surface and uncertainty are retained."	"길고 일부 불분명한 대화에서 ‘fi l'âge ta3k’라는 프랑스어계 표면형이 명시적으로 나오지만 정확한 구문과 역할은 불확실해요. 이어 음식 준비·손질, 청소·세척, 장작 마련 같은 음식이나 집안일이 나열되고 상대가 무엇을 하고 있었는지 물어요. 원문의 표면형과 불확실성을 보존해요."	"B2"	"60"	"daily_life"	"unclear_household_tasks"	"conversation"	"question"	"colloquial"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0963"	"963"	"ai ntia ai . ai brkakm mn had tn9rish 9a3 nhar w 9a3 3am w nti ghir m3 bntk . ai ha bn3mi w 9a3 3am w 9a3 9rn w ntia ghir m3 bntk tn9rshi ."	"One speaker tells the other to stop nagging all day and all year, saying that she is always with her daughter. The address terms and some wording remain uncertain."	"한 화자가 상대에게 하루 종일, 일 년 내내 잔소리하는 것을 그만하라고 하며 늘 딸과만 함께 있다고 말해요. 호칭과 일부 표현은 불확실하게 남겨요."	"B2"	"60"	"family_relationships"	"reproach_about_constant_nagging"	"conversation"	"complaint"	"offensive"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0964"	"964"	"rak tshwf ia bwia ."	"The speaker says, ‘You see, Dad.’"	"화자가 ‘보세요, 아빠’라고 말해요."	"B2"	"60"	"family_relationships"	"addressing_father"	"conversation"	"information"	"colloquial"	"low"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0965"	"965"	"ia bnti bnti rani nrbi fiha . mazal rahi . ha askti 3lina . khlini shwia nri7 . baghi trdha ghwla taklni iak ?"	"The speaker addresses a daughter, says they are raising her and that she is still young, then asks for a little peace and rest. They jokingly ask whether the other person wants to turn her into an ogre that will eat them."	"화자는 딸에게 말을 걸며 자신이 딸을 키우고 있고 아직 어리다고 해요. 잠시 조용히 쉬게 해 달라고 하면서, 상대가 딸을 자신을 잡아먹는 괴물로 만들고 싶은 거냐고 농담처럼 물어요."	"B2"	"60"	"family_relationships"	"parental_reproach_and_ogre_joke"	"conversation"	"complaint"	"colloquial"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0966"	"966"	"kifash ghwla taklk ah ! liah ntia b3dk shwtti bwzlalif w drti 3sban w ghslti btain w ghslti kwn mn3rfksh ana 7ai 7ai wak nia knti ghir ghwjizw9l w tm9as azfar w t9wlilha hi . hi b3da awmwan rahi tkhdm ."	"The other speaker rejects the ogre idea and lists several household or food-preparation tasks. The explicit shwtti bwzlalif refers to singeing or scorching bouzelouf, the head of a sheep or other sacrificed animal, rather than generic cutting meat; the exchange also mentions making عصبان, washing tripe or skins, and cleaning something. The French-derived form au moins (at least) appears in the remaining opaque description, which says another woman is at least working; the rest contains unclear grooming wording."	"상대는 괴물 이야기를 받아들이지 않고 여러 집안일이나 음식 준비를 나열해요. 명시적인 ‘shwtti bwzlalif’는 일반적인 고기 손질이 아니라 양머리나 다른 희생동물 머리인 bouzelouf를 불에 그슬리거나 태우는 조리 작업을 가리켜요. 이어 عصبان을 만들고 내장이나 가죽을 씻고 무언가를 닦았다는 말이 나와요. 남은 불투명한 표현에는 프랑스어계 ‘au moins’(‘적어도’)가 나타나며, 다른 여성이 적어도 일하고 있다는 말로 이어져요. 나머지 몸단장 관련 표현은 불분명해요."	"B2"	"60"	"daily_life"	"unclear_household_work_and_reproach"	"conversation"	"disagreement"	"colloquial"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0967"	"967"	"baghi taklni ntaia ."	"The speaker asks, ‘You want to eat me?’"	"화자가 ‘나를 먹고 싶은 거야?’라고 물어요."	"B2"	"60"	"family_relationships"	"playful_or_threatening_eat_me_expression"	"conversation"	"question"	"colloquial"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0968"	"968"	"shaf ! rana hna . sha kain ? diaf . shkwn hadw diaf ? jma3a mn wlad nhar . ha 7ai w 9ltlhm rah hna hah ! mt3rfsh liwm jm3a manish khdam liwm jw swi rwbw . hbltwni ki nta ki hi win rahi jlabti ? ha ri jlabti hari ia . . . w allh tkhlswha mam nta . hat ndirha lk . adi wkhri . hat . wkhri nti b3da raki diri . ns9d lk . tb3ni . tb3h . baghi takl lrd ."	"Guests arrive and the speaker asks what is happening. A long multi-turn comic exchange includes the explicit surfaces je suis robot and w allah tkhlswha mam nta; their exact wording and force remain partly uncertain, but the clauses and the possible threat or warning turn are not reduced to a generic payment statement. The exchange also mentions not working on Friday, being driven crazy, looking for a jellaba or traditional robe in the explicit jlabti surface, moving back, following the speaker, and someone wanting to eat the earth."	"손님들이 오자 화자가 무슨 일이냐고 물어요. 긴 여러 turn의 희극적 대화에는 ‘je suis robot’과 ‘w allah tkhlswha mam nta’라는 명시적 표면형이 나오며 정확한 표현과 힘은 일부 불확실하지만, 각 절과 가능한 위협·경고 화행을 단순한 결제 이야기로 축약하지 않아요. 금요일에는 일하지 않는다는 말, 미치겠다는 말, 명시적 표면형 ‘jlabti’로 젤라바나 전통 로브를 찾는 말, 물러서기, 따라오라는 말, 땅을 먹고 싶다는 말도 이어져요."	"B2"	"60"	"daily_life"	"comic_guest_arrival_and_household_exchange"	"conversation"	"complaint"	"colloquial"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0969"	"969"	"ha hw shikh 9bila a7dr ."	"The tribal sheikh has arrived."	"부족의 셰이크가 도착했어요."	"A1"	"14"	"family_relationships"	"arrival_of_tribal_sheikh"	"narrative"	"information"	"neutral"	"low"	""	"draft"
"madoran-s6-sentno-0970"	"970"	"mr7ba bikm . allh islmk . khir ansha' allh . jinakm b3sl w nsb w kwnfitir h . askt . askt . s7a bwia ."	"They welcome the visitors, exchange blessings, and say they have brought honey, a marriage alliance or kinship connection, and jam. Someone tells another person to be quiet and then addresses Dad."	"일행을 환영하고 축복의 말을 주고받으며 꿀과 혼인 관계나 인척 인연, 잼을 가지고 왔다고 해요. 누군가에게 조용히 하라고 한 뒤 아빠를 불러요."	"B2"	"60"	"family_relationships"	"welcoming_visitors_with_food"	"conversation"	"greeting"	"colloquial"	"medium"	"code_switching|source_ambiguity"	"flagged"
