"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-0129"	"129"	"3ammer rask mli7 w hada l3am choubiona."	"Keep it well in your head: this year, the championship."	"잘 기억해 둬. 올해는 챔피언십이야."	"B1"	"40"	"sports"	"championship_chant"	"song_lyric"	"command"	"colloquial"	"medium"	"code_switching"	"draft"
"madoran-s6-sentno-0130"	"130"	"w haya haya dawrou hachbiba dawrou."	"Come on, come on, turn around, young people, turn around."	"자, 자, 젊은이들아 돌아라, 돌아라."	"A2"	"25"	"entertainment_music"	"youth_chant"	"song_lyric"	"command"	"colloquial"	"low"	""	"draft"
"madoran-s6-sentno-0131"	"131"	"whaya haya wfakkrouna byam zman."	"Come on, come on, and remind us of the old days."	"자, 자, 옛날을 우리에게 다시 떠올려 줘."	"A2"	"28"	"entertainment_music"	"nostalgia_chant"	"song_lyric"	"command"	"colloquial"	"medium"	"idiom_culture"	"draft"
"madoran-s6-sentno-0132"	"132"	"whaya haya 3aytou lsowwara ysawrou."	"Come on, come on, call the photographers so they take pictures."	"자, 자, 사진사들을 불러서 사진을 찍게 해."	"A2"	"27"	"entertainment_music"	"crowd_photographs"	"song_lyric"	"command"	"colloquial"	"low"	""	"draft"
"madoran-s6-sentno-0133"	"133"	"whaya haya 9olnalkom fort w mazal."	"Come on, come on; we told you, 'strong,' and still so."	"자, 자, 우리가 너희에게 '강하다'고 말했고, 여전히 그래."	"A2"	"30"	"sports"	"strength_chant"	"song_lyric"	"exclamation"	"colloquial"	"medium"	"code_switching"	"draft"
"madoran-s6-sentno-0134"	"134"	"3andna jomhour mrid f stad roubla mahboula."	"We have a fanatical crowd in the stadium and a crazy 'roubla'; the meaning of 'roubla' is unclear in the source."	"우리에게는 경기장에 열광적인 관중이 있고 미친 듯한 'roubla'가 있어. 원문의 'roubla' 뜻은 분명하지 않아."	"B2"	"58"	"sports"	"stadium_crowd"	"song_lyric"	"description"	"slang"	"high"	"context_heavy|source_ambiguity"	"flagged"
"madoran-s6-sentno-0135"	"135"	"n7bes wla nzid wla sayi barkana."	"Should I stop or continue, or is that it—enough for us?"	"그만할까, 더 할까, 아니면 이제 됐어? 우리 이제 그만할까?"	"A2"	"32"	"entertainment_music"	"chant_continuation"	"song_lyric"	"question"	"colloquial"	"medium"	"code_switching"	"draft"
"madoran-s6-sentno-0136"	"136"	"ma3andnach lfid wmafinach lli yetbela."	"We do not have 'lfid,' and there is no one among us who 'yetbela'; the exact meanings of these expressions are unclear."	"우리에게는 'lfid'가 없고 우리 중에는 'yetbela'하는 사람도 없다는 말인데, 이 표현들의 정확한 뜻은 분명하지 않아."	"B2"	"60"	"sports"	"supporter_identity"	"song_lyric"	"description"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0137"	"137"	"kitnoud t7seb 3id t9oul nta Barcelona."	"When it gets going, you think it is a festival; you would say you were Barcelona."	"분위기가 달아오르면 축제인 줄 알 정도고, 마치 바르셀로나인 것 같아."	"B1"	"45"	"sports"	"stadium_atmosphere"	"song_lyric"	"description"	"colloquial"	"medium"	"idiom_culture"	"draft"
"madoran-s6-sentno-0138"	"138"	"ila rbe7na dza9at tetkhabel ga3 l7iya."	"If we win, 'dza9at' go wild, all of 'l7iya'; the exact meanings of these expressions are unclear in the source."	"우리가 이기면 'dza9at'가 미쳐 날뛰고 'l7iya' 전체가 그렇다는 말인데, 이 표현들의 정확한 뜻은 원문만으로 분명하지 않아."	"B2"	"62"	"sports"	"victory_celebration"	"song_lyric"	"description"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0139"	"139"	"rroubla w 3alamat wcha n7kilek ya khouya."	"The 'roubla' and the signs—what can I tell you, brother? The meaning of 'roubla' is unclear."	"'roubla'와 표식들, 형제여 내가 뭘 더 말하겠어? 'roubla'의 뜻은 분명하지 않아."	"B2"	"55"	"sports"	"supporter_display"	"song_lyric"	"exclamation"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0140"	"140"	"nnar 3liha 9dat hiya mmou 3iniya."	"The line says 'the fire on her/it caught' and continues with 'hiya mmou 3iniya'; the exact meaning of the full line is unclear."	"'그것/그녀에게 불이 붙었다'는 표현 뒤에 'hiya mmou 3iniya'가 이어지지만, 전체 구절의 정확한 뜻은 분명하지 않아."	"C1"	"72"	"entertainment_music"	"ambiguous_chant_line"	"song_lyric"	"description"	"colloquial"	"high"	"source_ambiguity"	"flagged"
