"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-1345"	"1345"	"t3am ghir dar hak nshf rw7 3nd mk jibi li rwa 9lha dirli shwia zbib w hbra l7m fi tbsi ."	"The speaker says the food is not simply at home, tells the listener to go to their mother and bring the opaque surface ‘rwa’, and asks the mother to prepare a little raisins and a piece of meat on a plate."	"화자는 음식이 단순히 집에 있는 것이 아니라고 하고 상대에게 엄마에게 가서 불투명한 표면 ‘rwa’를 가져오라고 해요. 엄마에게 건포도 조금과 고기 한 덩이를 접시에 마련해 달라고 해요."	"B1"	"52"	"food"	"asking_for_raisins_and_meat"	"conversation"	"request"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-1346"	"1346"	"khti l7m 9a3 klitih lna baghi tzidi . ia ishisha l7m 7sdtwni fiha ."	"The speaker tells the sister that she ate all the meat for them and still wants more, then addresses ‘Yachicha’ and jokes that the listener envied the speaker over the meat."	"화자는 누이에게 우리 몫의 고기를 다 먹고도 더 원하느냐고 해요. 이어 ‘야시샤’를 부르며 상대가 그 고기 때문에 자신을 질투했다고 농담해요."	"B1"	"50"	"food"	"teasing_about_eating_all_the_meat"	"joke"	"complaint"	"colloquial"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-1347"	"1347"	"kwn jat mrtk skrtir ta3k ."	"The speaker jokes: ‘If your wife were your secretary.’ The comparison is short and context-dependent."	"화자는 ‘네 아내가 네 비서라면’이라고 농담해요. 짧고 맥락 의존적인 비교예요."	"A2"	"28"	"work"	"joking_about_a_wife_as_a_secretary"	"joke"	"opinion"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-1348"	"1348"	"alw kabini midikal t3 rajli . t3 dktwr 9ndsi . baghi n7ji nfwt khti dktwr 9ndsi rah hna . la ma rahsh hna liwm ghdwa ada bghiti 3lah win rah ?"	"A caller greets the medical office of the speaker’s husband and Dr Ghandessi. The caller wants to bring their sister in to see Dr Ghandessi, learns that he is not there today but will be there tomorrow if desired, and asks why and where he is."	"화자는 남편과 간드세시 의사의 메디컬 사무실에 전화해 인사해요. 누이를 간드세시 의사에게 진료받게 데려가고 싶다고 하고, 의사가 오늘은 없고 원하면 내일 온다는 말을 들은 뒤 왜 그런지, 의사가 어디 있는지 물어요."	"C1"	"78"	"health"	"calling_a_doctors_office_for_a_sister"	"conversation"	"question"	"mixed"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-1349"	"1349"	"nti sha rah mdkhlk rah mft7 3lik n3tik ladris t3 dar rw7i sh9ilh w saii ."	"The speaker asks what the listener is getting involved in, says the listener has access because it is open, and offers to give the address of a house, telling the listener to inspect it and finish the matter."	"화자는 상대가 무슨 일에 끼어드는지 묻고, 상대에게 열려 있으니 들어갈 수 있다고 해요. 집 주소를 알려 주겠다고 하며 가서 살펴보고 일을 끝내라고 해요."	"B1"	"52"	"housing"	"giving_a_house_address"	"conversation"	"warning"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-1350"	"1350"	"slam 3likm w 3likm alslam dktwr . mwalf win ma tdkhl tghmzli ma raksh tbghini saii 3lah mrditlish ghmza rak tna9rfia ."	"The speaker exchanges peace greetings with a doctor, says ‘whenever you enter, you wink at me; you don’t like/love me anymore, is that it?’, asks why the doctor did not return the speaker’s wink, and keeps the final relation source-close as the opaque surface ‘tna9rfia’. Canonical surface sequence: `slam 3likm w 3likm alslam dktwr . mwalf win ma tdkhl tghmzli ma raksh tbghini saii 3lah mrditlish ghmza rak tna9rfia .`."	"화자는 의사와 평안 인사를 주고받고 ‘당신은 들어올 때마다 나에게 윙크해요. 이제 나를 좋아하지 않는 거예요, 그런 거예요?’라고 해요. 이어 왜 자신의 윙크에 답하지 않았느냐고 묻고 마지막 관계 표현 ‘tna9rfia’는 불확실하게 보존해요. canonical 표면 순서: `slam 3likm w 3likm alslam dktwr . mwalf win ma tdkhl tghmzli ma raksh tbghini saii 3lah mrditlish ghmza rak tna9rfia .`."	"B1"	"54"	"health"	"teasing_a_doctor_about_winking"	"conversation"	"complaint"	"colloquial"	"medium"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-1351"	"1351"	"ala rak t7shm bia trdni w saii . khlina mn had alhdra allh i7fz . jibli dwsiat t3 aliwm rani nkhdm 3ndk . bwnjwgh dktwr ma ranish rwtar la ?"	"The speaker says that if the listener is ashamed of the speaker, they should fire them, then asks to leave that talk. They request today’s files because they work for the listener, greet the doctor in French, and asks whether they are not late."	"화자는 상대가 자신을 부끄러워한다면 해고하라고 하고 그런 이야기는 그만두자고 해요. 자신이 상대를 위해 일하고 있으니 오늘 서류를 가져다 달라고 하며 의사에게 프랑스어로 인사하고 자신이 늦지 않았는지 물어요."	"B2"	"66"	"work"	"requesting_work_files_from_a_doctor"	"conversation"	"request"	"mixed"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-1352"	"1352"	"la tfdli madam . nji . la ghadi ndkhl ghir ana w mrida . wizid ibl3 alba fi wjhi ada bat fdar liwm t7zn 3lia ma . slam mdam baghi tfwti ? wah bs7 liwm ? wah s7a ghadi n3tik ghir kwnsai mdam ada bghiti diri 3lia ma tfwtish 3ndh ma rahsh kima bkri ta7wlh . m3lish khti ghir diri li rwndifw ."	"A receptionist tells the madam to go ahead and says she will come. The speaker says ‘only I and a female patient will enter’; an opaque ‘ba’ expression is kept source-close, followed by the concern that he may again shut the door in the speaker’s face and the question whether the listener would feel sorry if he stayed home today. The speaker asks ‘Madam, do you want to go in? Really, today?’, advises her not to see him because he is not like before, leaves ‘ta7wlh’ opaque, and ends by telling the sister simply to make an appointment. Canonical surface sequence: `la tfdli madam . nji . la ghadi ndkhl ghir ana w mrida . wizid ibl3 alba fi wjhi ada bat fdar liwm t7zn 3lia ma . slam mdam baghi tfwti ? wah bs7 liwm ? wah s7a ghadi n3tik ghir kwnsai mdam ada bghiti diri 3lia ma tfwtish 3ndh ma rahsh kima bkri ta7wlh . m3lish khti ghir diri li rwndifw .`."	"접수자는 부인에게 들어가도 된다고 하고 자신도 가겠다고 해요. 화자는 ‘나와 여성 환자만 들어갈 거야’라고 말하고, 불투명한 ‘ba’ 표현은 원문에 가깝게 둬요. 이어 그가 다시 자신의 얼굴 앞에서 문을 닫을 수 있다는 걱정과 ‘그가 오늘 집에 있으면 나를 안쓰럽게 여기지 않겠느냐’는 질문이 나와요. 화자는 ‘부인, 들어가고 싶어요? 정말 오늘?’이라고 묻고, 그가 예전 같지 않으니 진료받으러 가지 말라고 조언하며 ‘ta7wlh’는 불투명하게 둔 뒤 누이에게 그냥 예약을 잡으라고 해요. canonical 표면 순서: `la tfdli madam . nji . la ghadi ndkhl ghir ana w mrida . wizid ibl3 alba fi wjhi ada bat fdar liwm t7zn 3lia ma . slam mdam baghi tfwti ? wah bs7 liwm ? wah s7a ghadi n3tik ghir kwnsai mdam ada bghiti diri 3lia ma tfwtish 3ndh ma rahsh kima bkri ta7wlh . m3lish khti ghir diri li rwndifw .`."	"C1"	"88"	"health"	"making_a_doctors_appointment"	"conversation"	"request"	"mixed"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-1353"	"1353"	"li9 ndirh ."	"The speaker says: ‘Let me do it.’ The short utterance is context-dependent."	"화자는 ‘내가 할게’라고 해요. 짧고 맥락 의존적인 발화예요."	"A1"	"18"	"daily_life"	"offering_to_do_something"	"conversation"	"suggestion"	"colloquial"	"medium"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-1354"	"1354"	"raki sir ghir bar7 matt lh w7da dakhl . dkhl idir lha barsiwn ghir mn rash bash i9l3lha mrara 9l3lha klwa . fi alblas . allh i3awnk khti . bslama mdam ."	"The speaker says that yesterday a woman died inside. A man went in to perform an operation on her based on his own judgment; instead of removing her gallbladder, he removed a kidney. The speaker then offers a blessing and says goodbye to the madam."	"화자는 어제 안에서 한 여성이 죽었다고 해요. 한 남자가 자기 판단으로 그녀에게 수술을 하러 들어갔는데 담낭을 제거하는 대신 신장을 제거했다고 말해요. 이어 축복을 빌고 부인에게 작별 인사를 해요."	"C1"	"84"	"health"	"comic_warning_about_a_botched_surgery"	"joke"	"narration"	"colloquial"	"high"	"idiom_culture|long_source|source_ambiguity"	"flagged"
