"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-0705"	"705"	"w rah i7ws shkwn i3slh fiha w aw mam twn iri7lh fiha drba w7da dirkt blak nshwf w n7awl ki ndir bash nlikidh bih bzwja ta3h w nti tri7i w ana nri7 mn had mshkl ia sidi ."	"The exchange continues a housing/problem-solving discussion. It mentions looking for someone to handle or relieve a matter there, a single direct blow, trying to find how to deal with it, and an unclear reference to a man's wife. The pronouns, actors, and intended action remain unresolved."	"대화는 주거 문제를 해결하려는 흐름을 이어 가요. 그 일을 처리하거나 부담을 덜어 줄 사람을 찾는 말, 한 번의 직접적인 타격, 어떻게 처리할지 해 보려는 말, 그리고 한 남자의 아내에 대한 불분명한 언급이 나와요. 대명사와 행위자, 의도된 행동은 확정하지 않아요."	"B2"	"60"	"housing"	"unclear_housing_problem_solving_with_spouse_reference"	"conversation"	"opinion"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0706"	"706"	"adi ma dbik shrak t9ar3 . shwf 3la hda khbr shbab ndilk 9hwk shaba arwa7 m3aia . aia bsm allh khtash 3ndi rwndifw m3ah drwk ."	"The speaker asks what the other person is waiting for or doing, calls it good news, offers coffee, and asks the person to come along. The speaker then says, with the French/code-switched word rendez-vous, that they have a rendez-vous with him now; the exact appointment context remains unclear."	"화자는 상대가 무엇을 기다리거나 하고 있는지 묻고 좋은 소식이라고 하며 커피를 권하고 함께 가자고 해요. 이어 프랑스어·코드 스위칭 표현인 ‘rendez-vous’를 사용해 지금 그와 약속이 있다고 말해요. 정확한 약속의 맥락은 불분명해요."	"B2"	"60"	"daily_life"	"invitation_and_unclear_appointment"	"conversation"	"request"	"colloquial"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-0707"	"707"	"slam 3likm slam khwia 7md labas ? slam 3likm . tfdl . blahim kirak ? khwia 7md mtshkrsh . ibrahim mraksh 3ajbni liwm mraksh ghaia 9a3 si basa sha 3ndk ?"	"After greetings, Ibrahim is addressed in a colloquial, partly unclear comment. The phrase containing مراكش is not resolved as the city Marrakech; in context it appears to say that Ibrahim's condition or presentation today is not pleasing or is not right, followed by a question about what is wrong or what he has. The French phrase c'est pas ça is retained as code-switching."	"인사를 나눈 뒤 이브라힘에게 구어적이고 일부 불분명한 말을 건네요. ‘مراكش’를 도시 마라케시로 확정하지 않아요. 문맥상 이브라힘의 오늘 상태나 모습이 마음에 들지 않거나 괜찮지 않다고 말한 뒤 무슨 일이 있거나 무엇을 가지고 있는지 묻는 흐름으로 보여요. 프랑스어 표현 ‘c'est pas ça’는 코드 스위칭으로 보존해요."	"B2"	"60"	"daily_life"	"greeting_and_unclear_comment_to_ibrahim"	"conversation"	"greeting"	"mixed"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-0708"	"708"	"rak 3arf mshkl ta3i 7ta n9wlk 3la mshkl ta3i fdar n9wlk w n7kw ."	"The speaker says that the listener knows the speaker's problem and offers to explain a problem at home so they can talk about it."	"화자는 상대가 자신의 문제를 알고 있다며 집에서의 문제를 설명하고 함께 이야기하겠다고 해요."	"B2"	"60"	"family_relationships"	"discussing_a_problem_at_home"	"conversation"	"request"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0709"	"709"	"brahim khwia jistmwn jitk 3la had mshkl nsit m9dmtlksh akh hwari . mtshrfin si hwari izid fdlk ."	"Brahim is addressed about a problem. The speaker says an introduction to Si Houari was forgotten, then offers a courteous introduction; exact names and wording remain partly uncertain."	"브라힘에게 문제에 관해 말을 건네고, 시 후아리를 소개하는 것을 잊었다고 한 뒤 정중하게 소개해요. 정확한 이름과 표현은 일부 불분명해요."	"B2"	"60"	"daily_life"	"introducing_si_houari_during_a_problem"	"conversation"	"greeting"	"mixed"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-0710"	"710"	"fi aman allh mhwd mlkhdma 3ian ntla9a sid ana wiah ftri9 7ba 7ba jbhli rb 3almin sdfa tla9ina hdra tjbd hdra dkhlna famr ta3k ."	"The line begins with a farewell and says that the speaker is tired from work. The speaker then meets a man on the road by chance; one matter leads to another in conversation and they enter into the addressee's matter. The exact actors and transitions remain partly unclear."	"대화는 작별 인사로 시작하고 화자가 일 때문에 지쳤다고 말해요. 이어 화자가 길에서 한 남자를 우연히 만나고, 한 이야기가 다른 이야기로 이어져 상대의 일에 들어가게 돼요. 정확한 행위자와 전환은 일부 불분명해요."	"B2"	"60"	"work"	"speaker_tired_from_work_and_chance_meeting"	"narrative"	"narration"	"mixed"	"high"	"long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0711"	"711"	"amr skn ? n3m aia hdra tjib hdra w 9tlh 3ndi shir khwia mghbwn fi w7d ghbina kbira ghbina k7la z3ma z3ma bm3na klma ."	"The exchange asks about a housing matter. One speaker says that talk leads to talk and that he told him (قلتله), then refers to something involving a brother who is deeply wronged or in serious trouble, a very large and dark grievance. The exact idiom and actors remain unclear; this is not a literal killing account."	"대화는 주거 문제를 물어요. 한 화자는 이야기가 이어진다고 하며 자신이 그에게 말했다는 뜻의 ‘قلتله’를 사용하고, 심하게 억울하거나 큰 곤경에 처한 형제와 매우 크고 어두운 고충을 언급해요. 정확한 관용 표현과 행위자는 불분명하며 문자 그대로의 살인 이야기는 아니에요."	"B2"	"60"	"housing"	"housing_grievance_and_unclear_told_him_phrase"	"conversation"	"question"	"slang"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0712"	"712"	"kml m3aia tri9 mskin mhwdin 9ali mshkl kifash w 9tlh rah mrdf m3aia w rah fi mshkl kbir bm3na klma"	"Continue with me on the road. The poor or tired man told me about a problem; I told him (قلتله) that he was accompanying me and was in a serious problem, in the full sense. The exact actors and colloquial force remain unclear."	"나와 함께 길을 계속 가요. 그 불쌍하거나 지친 남자가 나에게 문제를 말했고, 나는 그에게 말했다는 뜻의 ‘قلتله’를 사용해 그가 나와 동행하며 큰 문제에 처해 있다고 해요. 정확한 행위자와 구어적 의미는 불분명해요."	"B2"	"60"	"housing"	"continuing_an_unclear_big_problem"	"conversation"	"complaint"	"slang"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0713"	"713"	"aia brahim khwia wsl m3aia 7ta ldar m3iit fih 3la 9hwa 9ali wabw wsl ghir swal7k w ntl3w ha tl3na ana wiah w rna jaiin 3ndk dirkt bash t7kilh mshkl ta3k sha hw ."	"Addressing Brahim, the speaker asks him to accompany the speaker to the house. Coffee is part of the exchange, but the exact addressee of that invitation is unclear; after an unclear phrase, the speaker and another man come directly to the addressee so the addressee can explain his problem to that man. The roles and referents remain partly unresolved."	"화자는 브라힘에게 집까지 함께 가자고 말해요. 커피가 대화에 나오지만 그 초대의 정확한 대상은 불분명해요. 불분명한 표현 뒤에 화자와 다른 남자가 상대에게 바로 와서, 상대가 그 남자에게 자신의 문제가 무엇인지 설명하게 하는 흐름이 나와요. 역할과 지시 대상은 일부 확정하지 않아요."	"B2"	"60"	"daily_life"	"bringing_a_problem_to_brahim_and_another_man"	"conversation"	"request"	"colloquial"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0714"	"714"	"si hwari ana mghbwn fi amr skn stadigh skna kain w kria kaina bs7 khlsa ta3i mism7lish bash nkri . si brahim ana ansan mwla khir w nbghi ndir khir fnas ."	"Addressing Si Houari, a speaker says, ‘I am deeply troubled by a housing matter: housing and rent exist, but my salary does not allow me to rent.’ In a second turn addressed to Si Brahim, another speaker says, ‘I am a person who does good and want to do good for people.’ The speaker roles and the exact relation between the turns remain unresolved."	"시 후아리에게 말을 건네며 한 화자가 ‘주거 문제로 매우 곤란해요. 집과 임대료는 있지만 내 급여로는 빌릴 수 없어요’라고 말해요. 이어 시 브라힘에게 말을 건네는 다른 발화에서 ‘나는 선행을 하는 사람이고 사람들에게 선행을 하고 싶어요’라고 해요. 화자 역할과 두 발화의 정확한 관계는 확정하지 않아요."	"B2"	"60"	"housing"	"housing_difficulty_and_helping_others"	"conversation"	"complaint"	"mixed"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
