"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-0897"	"897"	"mdirsh 3lih rak t3rfh ki dair . la mnz3fsh 3la zinw khwia sghir tfdl shrb 9hwa . w allh rani 3ian . la w allh ghir tji . shwf khlini ntl3 ldar ndwsh w n3awd nwli nt9w m3 khwia ."	"The speaker tells the listener not to concern themselves about Zino, saying the listener knows what he is like. The speaker says they are not upset with their younger brother Zino, invites the listener to have coffee, and says they are tired. They ask the listener to come while they go upstairs to shower and return to talk with their brother."	"화자는 상대에게 지노는 신경 쓰지 말라고 하며, 지노가 어떤 사람인지 상대도 안다고 해요. 지노는 어린 남동생이고 그에게 화난 것이 아니라며 커피를 마시라고 해요. 자신은 피곤하다고 하면서 상대에게 오라고 하고, 위층에 올라가 샤워한 뒤 동생과 이야기하고 돌아오겠다고 해요."	"A2"	"30"	"daily_life"	"coffee_invitation_and_return_after_shower"	"conversation"	"request"	"colloquial"	"high"	""	"draft"
"madoran-s6-sentno-0898"	"898"	"ia wdi ri7 . khlini w allh rani 3ian ntl3 w nhwd ana nkhlslk 9hwa aia mnb3d . sha rak rafd m3ak ? ah hadi ambrimwnt sha baghi dir biha ?"	"The speaker tells the other person to rest and let them go, saying they are tired and will go upstairs to rest. They offer to pay for the coffee later, ask what the other person is carrying, and identify it as a printer, the French code-switched ‘imprimante’. They ask what the other person wants to do with it."	"화자는 상대에게 쉬라고 하며 자신을 보내 달라고 해요. 피곤해서 위층에 올라가 쉬겠다고 하고 나중에 커피값을 내겠다고 해요. 상대가 무엇을 들고 있는지 묻고, 그것이 프랑스어가 섞인 ‘imprimante’, 즉 프린터라고 하며 그것으로 무엇을 하려는지 물어요."	"B2"	"60"	"daily_life"	"coffee_debt_and_printed_item"	"conversation"	"question"	"colloquial"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-0899"	"899"	"la had ambrimwnt khasra l9inaha bw awkaziwn w zinw ifhm fi dw swal7 ghadi i3awdha w n3awdwlha albi3 . ah 7tha hna nshriha 3lik ."	"The speaker says the printer is faulty. They found it as a used or bargain item at an ‘occasion’ sale, a French code-switched expression, and Zino understands the relevant matters and will redo it so they can sell it again. The other person tells them to put it there and offers to buy it from them."	"화자는 프린터가 고장 났다고 해요. 그것을 프랑스어가 섞인 ‘occasion’, 즉 중고·할인 물건으로 찾았고, 지노가 관련된 일을 이해하니 다시 손봐서 재판매하겠다고 해요. 상대는 그것을 여기에 놓으라며 자신이 사겠다고 해요."	"B2"	"60"	"shopping"	"repairing_and_reselling_a_faulty_item"	"conversation"	"suggestion"	"mixed"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-0900"	"900"	"m3lbalish ada tt3awd wla la . khlini 7ta n3awdha w njibhalk . baghi tbi3a la ? ."	"The speaker says they do not know whether it can be redone. They ask to be allowed to redo it and bring it back, then ask whether the other person wants to sell it."	"화자는 그것을 다시 손볼 수 있을지 모르겠다고 해요. 자신이 다시 손봐서 가져올 때까지 기다려 달라고 하고, 상대가 그것을 팔고 싶은지 물어요."	"B2"	"60"	"shopping"	"uncertain_repair_and_resale"	"conversation"	"question"	"colloquial"	"medium"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0901"	"901"	"ah baghi thblni 3lih drwk , ani n9wlk khlini n3awdha , ghadi n9wlk 7aja ki n3awdha nji nmdha lk batl mli7a haka ? aia slam 3likm . w 3likm slam ."	"The speaker jokingly asks whether the other person wants to drive them crazy. They say they had asked to be allowed to redo it, and promise that once it is redone they will bring it and give it away for free in good condition. The exchange ends with greetings."	"화자는 상대가 자신을 미치게 하려는 것이냐고 장난스럽게 말해요. 다시 손보게 해 달라고 했고, 손본 뒤에는 좋은 상태로 가져와 공짜로 주겠다고 해요. 이어 서로 인사를 나눠요."	"B2"	"60"	"shopping"	"repair_offer_and_free_gift"	"conversation"	"suggestion"	"colloquial"	"medium"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0902"	"902"	"shft mshina alli rafdha m3ah ? z3ma mikwnwsh idr7w fli fw bii w 7na ra9din 3la wdnina . 3lah z3ma fwbii mznitsh mrza9 w zinw 9lalil w wlad 7lal khatihm fwbii ."	"The speaker points to the machine the other person is carrying and worries that someone might enter or do something expressed by the opaque phrase ‘fo biye’ while they are asleep. They ask why, suggesting that Marzouq and Zino are decent people and not involved in that opaque matter."	"화자는 상대가 들고 있는 기계를 가리키며, 자신들이 자는 동안 누군가 불투명한 ‘fo biye’ 일을 할까 봐 걱정해요. 왜 그러겠느냐고 하면서 마르주크와 지노는 괜찮은 사람이고 그 일과 관련이 없다고 말해요."	"B2"	"60"	"housing"	"suspicion_about_a_machine_and_opaque_activity"	"conversation"	"warning"	"mixed"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-0903"	"903"	"kifah hadi khatihm 3ndhm ktr mn 3am w hwma saknin hna mkhlsin krahm aklin w sharbin w 3ndhm lwtw hadi mshi fiha lwsh ? amli n9wlk 7aja mlghdwa nb3t mn mwrahm 7sin ijibli 3lihm dasa w mdswsa ."	"The speaker asks how the situation can be dismissed when the people involved have lived there for more than a year, paid their rent, eaten and drunk there, and have a car. They say that tomorrow they will send Hussein after them to bring back a dossier, including hidden or covered material."	"화자는 관련된 사람들이 1년 넘게 그곳에 살면서 임대료를 내고 먹고 마셨으며 차도 있는데 어떻게 이 일을 무시할 수 있느냐고 해요. 내일 후세인을 그들 뒤에 보내 숨겨지거나 덮인 자료가 들어 있는 서류를 가져오게 하겠다고 해요."	"B2"	"60"	"crime_safety"	"investigating_long_term_occupants"	"conversation"	"warning"	"mixed"	"high"	"long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0904"	"904"	"la mt9r3sh lghdwa drwk . s7a 3m 3li . ki ihwdw rw7 ftsh shwmbra ta3hm had lila tr9d hani ."	"The speaker says not to put it off until tomorrow but to do it now. They greet Uncle Ali and say that when the people rest, the listener should search their room that night and then sleep peacefully."	"화자는 내일까지 미루지 말고 지금 하라고 해요. 알리 아저씨에게 인사한 뒤, 그들이 쉬면 그날 밤 방을 뒤져 보라고 하며 안심하고 자라고 해요."	"B2"	"60"	"crime_safety"	"searching_a_room_at_night"	"conversation"	"command"	"mixed"	"high"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0905"	"905"	"khalti 7lima kiraki ? kirak wldi raki ghaia ? s7tk labas . ghaia 7md llh . allh i7fzk mimti ."	"One speaker asks Aunt Halima how she is. Aunt Halima asks the other person in return, ‘How are you, my child? Are you well? Is your health okay?’ The other person replies, ‘Fine, praise be to God,’ then warmly addresses Halima as ‘my mother’ and says, ‘May God protect you.’"	"한 화자가 할리마 이모에게 잘 지내느냐고 물어요. 할리마 이모는 상대에게 다시 ‘너는 잘 지내니, 얘야? 괜찮니? 건강은 괜찮니?’라고 물어요. 상대는 ‘괜찮아요, 하나님께 감사해요’라고 답하고 이모를 ‘엄마’처럼 다정하게 부르며 ‘하나님이 지켜 주시길’이라고 말해요."	"B2"	"60"	"daily_life"	"greeting_aunt_halima"	"conversation"	"greeting"	"colloquial"	"low"	"source_ambiguity"	"flagged"
"madoran-s6-sentno-0906"	"906"	"khalti zwlikha kiraki ghaia labas ? ghaia mimti allh i7fzk . mrza9 kirak ? kiraki dlila ? win knt ? 3ndk simana mbntsh ."	"The speakers greet Aunt Zoulikha and ask how she is. They exchange blessings, ask how Marzouq is and how Dalila is, and ask where she has been because she has not been seen for a week."	"화자들은 줄리카 이모에게 인사하고 잘 지내는지 물어요. 서로 축복의 말을 주고받고, 마르주크와 달릴라는 어떤지, 일주일 동안 보이지 않았는데 어디 있었는지 물어요."	"B2"	"60"	"daily_life"	"greeting_and_asking_about_absence"	"conversation"	"greeting"	"colloquial"	"medium"	"source_ambiguity"	"flagged"
