"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-0449"	"449"	"jib wldk mli7 li wala ibwsw"	"Bring your son, whether he is good-looking or not, they will kiss him. The proverb's exact implication is unclear."	"네 아들을 데려와. 잘생겼든 아니든 사람들이 그에게 입맞춤할 거야. 속담의 정확한 뜻은 불분명해."	"B2"	"62"	"family_relationships"	"proverb_about_children_and_appearance"	"proverb"	"description"	"colloquial"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0450"	"450"	"it3lm al7jama fi ras alitama"	"He learns cupping on the heads of orphans."	"그는 고아들의 머리에 부항을 놓으며 부항을 배워."	"B1"	"52"	"health"	"proverb_about_experimentation"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0451"	"451"	"al9t i3lm bwh int"	"The cat teaches its father to jump."	"고양이가 자기 아버지에게 뛰는 법을 가르쳐."	"A2"	"28"	"family_relationships"	"proverb_about_reversed_expertise"	"proverb"	"description"	"neutral"	"low"	""	"draft"
"madoran-s6-sentno-0452"	"452"	"wld alfar itl3 7far"	"A mouse's offspring turns out to be a digger."	"쥐의 새끼는 굴을 파는 놈이 돼."	"B1"	"38"	"family_relationships"	"proverb_about_inherited_traits"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0453"	"453"	"ada shft altwil ijri a3rf aw al9sir dima wrah"	"If you see the tall one running, know that the short one is always behind him."	"키 큰 사람이 달리는 것을 보면 키 작은 사람이 늘 그 뒤에 있다는 것을 알아."	"B1"	"42"	"family_relationships"	"proverb_about_dependency"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0454"	"454"	"7shisha talba alm3isha"	"A weed seeking a livelihood."	"먹고살 길을 찾는 풀."	"B1"	"36"	"daily_life"	"proverb_about_livelihood"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0455"	"455"	"skran wi3rf bab darw"	"He is drunk, yet he knows the door of his house."	"그는 취했지만 자기 집 문은 알아."	"A2"	"30"	"daily_life"	"proverb_about_awareness"	"proverb"	"description"	"colloquial"	"low"	""	"draft"
"madoran-s6-sentno-0456"	"456"	"kbrt al9ta wlbst krafata"	"The cat grew up and put on a tie."	"고양이가 자라서 넥타이를 맸어."	"A2"	"26"	"culture_tradition"	"proverb_about_pretension"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0457"	"457"	"makhas al3msha ghir alk7l wmakhas al9rd ghir alwrd"	"The woman with blurred or weak eyesight needs only kohl, and the monkey needs only roses. The exact shade of the first description is context-dependent."	"눈이 흐리거나 시력이 약한 여자는 콜만 필요하고, 원숭이는 장미만 필요해요. 첫 번째 표현의 정확한 뉘앙스는 문맥에 따라 달라요."	"B1"	"46"	"culture_tradition"	"proverb_about_misplaced_adornment"	"proverb"	"description"	"colloquial"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0458"	"458"	"al7mar 3tawh al9rnfl ishmw klah"	"They gave the donkey qarnful to smell, and it ate it. The word qarnful may refer to a clove or a carnation-like item here, so the exact lexical sense is ambiguous."	"사람들이 당나귀에게 냄새 맡으라고 qarnful을 주었더니 당나귀가 먹어 버렸어요. 여기서 qarnful은 정향이나 카네이션 계열을 가리킬 수 있어 정확한 어휘 의미는 불분명해요."	"B1"	"42"	"culture_tradition"	"proverb_about_misuse"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0459"	"459"	"ma khs alfrtas ghir 7kan alras"	"A bald man needs only someone to scratch his head."	"대머리에게 필요한 것은 머리를 긁어 줄 사람뿐이야."	"A2"	"34"	"health"	"proverb_about_obvious_needs"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0460"	"460"	"al3wd alli t79rw i3wrk"	"The stick you despise will hurt you."	"네가 업신여기는 막대기가 너를 아프게 할 거야."	"B1"	"37"	"culture_tradition"	"proverb_about_underestimation"	"proverb"	"warning"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0461"	"461"	"kskslw irj3 laslw"	"His couscous returns to its origin; the proverb's exact reference is unclear."	"그의 쿠스쿠스는 본래 자리로 돌아가. 속담이 정확히 무엇을 가리키는지는 불분명해."	"B2"	"48"	"food"	"proverb_about_returning_to_origins"	"proverb"	"description"	"colloquial"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0462"	"462"	"alli 7i 9smw"	"The phrase appears to refer to a living person's share, but its syntax, subject, and referent are incomplete or ambiguous."	"이 표현은 살아 있는 사람의 몫을 가리키는 듯하지만, 문장 구조와 주체, 지시 대상이 불완전하거나 모호해요."	"B1"	"34"	"culture_tradition"	"proverb_about_distribution"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0463"	"463"	"ali fatw al7dith i9wl sm3t w ali fatw alt3am i9wl shb3t"	"The person who missed the conversation says, 'I heard it'; the person who missed the food says, 'I am full.'"	"대화를 놓친 사람은 ‘들었어’라고 하고, 음식을 놓친 사람은 ‘배불러’라고 해."	"B1"	"48"	"culture_tradition"	"proverb_about_excuses"	"proverb"	"description"	"colloquial"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0464"	"464"	"ali darha bidih i7lha bsnih"	"Whoever did it with his hands must undo it with his teeth."	"자기 손으로 한 일은 자기 이로 풀어야 해."	"B1"	"45"	"culture_tradition"	"proverb_about_responsibility"	"proverb"	"description"	"colloquial"	"medium"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0465"	"465"	"al7dith m3aia w alm3na 3la jarti ( nas alwst i9wlwha bzaf )"	"The talk is with me, but the meaning is about my neighbor. People in central Algeria say this often."	"말은 나에게 하지만 뜻은 내 이웃을 두고 하는 말이야. 알제리 중부 사람들이 이 말을 자주 해."	"B2"	"58"	"culture_tradition"	"regional_proverb_about_indirect_speech"	"proverb"	"description"	"mixed"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0466"	"466"	"albka 3nd ras almit ( hdhi i9wlwha sirtw fi alshr9 )"	"Crying at the head of the dead. People, especially in the east, say this expression."	"죽은 사람의 머리맡에서 우는 것. 특히 동부 사람들이 이렇게 말해."	"B1"	"40"	"culture_tradition"	"regional_proverb_about_mourning"	"proverb"	"description"	"mixed"	"high"	"idiom_culture|source_ambiguity"	"flagged"
