"source_uid"	"sentno"	"latin"	"english"	"korean"	"cefr_level"	"difficulty_score"	"domain"	"topic"	"genre"	"speech_act"	"register"	"context_dependency"	"processing_flags"	"enrichment_state"
"madoran-s6-sentno-0577"	"577"	"mhm khs nshwfw bli ntia lafmi ta3 3ris w la t3 3rwsa tbriswnti lafmi ta3k tsma nbghi nlbs 7ia fi mwr dhb sm9 7ia tban w 7ia shaia t3 3rb trwbrizwntina"	"It is important to see whether you are the family of a groom or a bride, so I want to dress formally for your family: with gold embroidery, a decorated piece, or an outfit that looks Arab and presentable."	"신랑 가족인지 신부 가족인지에 따라 달라요. 그래서 여러분 가족 행사에는 금장식이나 장식된 옷처럼 아랍식이고 단정한 정장을 입고 싶어요."	"C1"	"78"	"family_relationships"	"formal_wedding_attire_for_family"	"conversation"	"opinion"	"mixed"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0578"	"578"	"mn b3d ki nkmlw kwrtaj ki nkmlw 3sha nbghi nlbs 7ia t3 9wr ghadi n9wlw ghwb di swari"	"After we finish the procession and dinner, I want to wear a European or Western-style outfit; we will call it a robe de soirée."	"행렬과 저녁 식사를 마친 뒤에는 유럽식 또는 서구식 옷을 입고 싶어요. 그것을 ‘robe de soirée’라고 부를게요."	"B2"	"54"	"family_relationships"	"evening_gown_after_wedding_dinner"	"conversation"	"suggestion"	"mixed"	"high"	"code_switching|source_ambiguity"	"flagged"
"madoran-s6-sentno-0579"	"579"	"frimw 7aja shaba 7aia frimw tkwn mtrt9a nkwn fiha shwia aliz baskw hma li ibda r9is w na ibda ai w didji w ikwn makiaj ta3k awkwgh shbab awkwgh raki brswntbl raki ghaia raki shaba"	"For a stylish look, choose something beautiful and coordinated, perhaps with a little elegance because the dancing and the DJ are starting; your makeup should be good, and you should look young, presentable, and beautiful."	"멋을 내고 싶다면 아름답고 잘 어울리는 옷을 골라요. 춤과 디제이 공연이 시작되니 조금 우아한 느낌도 좋고, 화장도 잘해서 젊고 단정하고 예뻐 보이면 돼요."	"C1"	"72"	"family_relationships"	"stylish_wedding_appearance"	"conversation"	"suggestion"	"colloquial"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0580"	"580"	"w mn b3d ki z3ma t9rb lafan t3 3rs ki tkwni tsili b3r9 3tshana mhm ki tkwni frimwn frimwn 3iana nlbs 7ia sambl mndirsh djin ki tkwni tsili b3r9 midkhwlksh ."	"When the end of the wedding is approaching and you are tired, sweaty, or thirsty, wear something simple; do not wear jeans when you are worn out."	"결혼식이 끝나 갈 때 지치고 땀나고 목마르면 간단한 옷을 입어요. 아주 피곤할 때는 청바지를 입지 말아요."	"B2"	"58"	"family_relationships"	"comfortable_clothing_late_in_wedding"	"conversation"	"suggestion"	"colloquial"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0581"	"581"	"mtl sh3bi daimn ttmshi bih ?"	"Is there a proverb that you always go around with?"	"늘 마음에 두고 다니는 속담이 있나요?"	"A2"	"24"	"culture_tradition"	"question_about_favorite_proverb"	"interview"	"question"	"neutral"	"low"	""	"draft"
"madoran-s6-sentno-0582"	"582"	"alwgh ghadi n9wlk 7ia mn3rfsh bzaf mtl ah manish 3arfa ki i9wlw had klma bs7 had sb7ia ki bghit nfilmi had fidiw t7t fi hda ki 9ritah 9lt hadi 7iati kima hka ."	"Well, I will tell you a proverb. I do not know many, but when I wanted to film this video I read one and thought, ‘That is my life, just like this.’"	"글쎄요, 속담 하나를 말해 볼게요. 많이 알지는 못하지만 이 영상을 찍으려다가 하나를 읽고 ‘이게 바로 내 삶이야’라고 생각했어요."	"B2"	"58"	"culture_tradition"	"proverb_identified_with_personally"	"conversation"	"opinion"	"colloquial"	"high"	"long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0583"	"583"	"hw liam na9sa mn 3mri w ana n3d fiha . liam m3ntha khs n7bsw nkhmw fmst9bl f lafwnigh li raha li ghadi tji lina khsna n3ishw 7iatna mn drwk"	"The days are diminishing from my lifetime, and I am counting them. That means we should stop worrying about the future that is coming and live our life from now on."	"내 수명에서 날들이 줄어들고 있는데 나는 그날들을 세고 있어요. 그러니 다가올 미래를 걱정하는 일을 멈추고 지금부터 우리 삶을 살아야 해요."	"B2"	"54"	"culture_tradition"	"living_in_the_present"	"speech"	"opinion"	"mixed"	"high"	"idiom_culture|source_ambiguity"	"flagged"
"madoran-s6-sentno-0584"	"584"	"7iatna tnjm t7bs fkl w9t tsma khsna nbrwfitw mn drwk mn 7iatna w n3ishwha swn bwr swn w mshi n93dw ghir ra9din w mdmrin w ntfrjwa ftlifiziwn la khs n3ishw 7iatna ."	"Our life can stop at any time, so we should enjoy it now and live it fully instead of lying around depressed and watching television; we have to live our life."	"우리 삶은 언제든 멈출 수 있으니 지금 즐기고 온전히 살아야 해요. 누워서 우울해하거나 텔레비전만 보지 말고 삶을 살아야 해요."	"B2"	"52"	"culture_tradition"	"enjoying_life_now"	"speech"	"suggestion"	"mixed"	"high"	"code_switching|idiom_culture|long_source|source_ambiguity"	"flagged"
"madoran-s6-sentno-0585"	"585"	"kastiwn talia 7aja mshi kaina fjzair mdabik tkwn mwjwda ?"	"Is there one more thing that is not found in Algeria, something you would like to exist there?"	"알제리에는 없지만 그곳에 있었으면 하는 것이 또 있나요?"	"A2"	"28"	"travel"	"question_about_missing_feature_in_algeria"	"interview"	"question"	"neutral"	"low"	""	"draft"
"madoran-s6-sentno-0586"	"586"	"alwgh lia ghadi nhdr ghir 3la whran fi had mdina kain bzaf swal7 ndirwhm lwla nzam nzam fjzair sirtw fwhran mkansh rani 7asba bli wharna mi3rfwsh shwala nzam ."	"I am going to talk only about Oran. There are many things to do in this city. First, there is no order or system in Algeria, especially in Oran; I assume that Oran residents do not know what order is."	"오랑에 대해서만 이야기할게요. 이 도시에는 할 일이 많아요. 먼저 알제리, 특히 오랑에는 질서나 체계가 없어요. 오랑 사람들은 질서가 무엇인지 모르는 것 같다고 생각해요."	"C1"	"70"	"culture_tradition"	"social_norms_and_life_in_oran"	"speech"	"opinion"	"colloquial"	"high"	"code_switching|long_source|source_ambiguity"	"flagged"
