1999	.	.	.	./PUNC			.	ID=9	S=1
277	لا	لا	لا	لا/NEG_PART		not,_neither-nor	non,_ni_l'un_ni_l'autre	ID=293	S=19
274	?	?	?	?/PUNC			?	ID=103	S=8
225	تع	تع	لِ	تع/PREP			of	ID=522	S=31
218	,	,	فاصلة	,/PUNC			,	ID=83	S=7
202	الله	الله	اللَّه	الله/NOUN_PROP			Allah;God	ID=141	S=10
192	لي	لي	الّذيالتِّي	لي/REL_PRON		the_one,that	celui,_ce	ID=6	S=1
170	يا	يا	يَا	يا/VOC_PART		oh	hé	ID=181	S=13
149	شا	شا	مَاذا	شا/INTERROG_PART		what	quoi	ID=276	S=18
119	أنا	أنا	أَنَا	أنا/PRON_1S			I	ID=139	S=10
108	راني	راني	إِنّني	ران/PRESENT_PART	ي/POSS_PRON		that	ID=552	S=32
92	باغي	باغي	رَاغِب	باغي/NOUN_ACTIVE_PART			want,desire	ID=320	S=20
91	راه	راه	إِنّه	راه/PRESENT_PART		is	est	ID=926	S=48
86	هنا	هنا	هُنا	هنا/ADV			here	ID=174	S=12
80	أيا	أيا	ثُمَّ	أيا/CONJ			then,so	ID=17	S=2
75	راك	راك	إِنَّك	راك/SUBJUNC_PART			you	ID=888	S=46
75	كيما	كيما	مِثْل	كيما/NOUN			as	ID=282	S=19
71	علاه	علاه	لِماذا	علاه/REL_ADV			why	ID=250	S=16
70	كاين	كاين	هُناكَ	كاين/NOUN_ACTIVE_PART		there_is	il_y_a	ID=708	S=39
68	اه	اه	يَا	اه/VOC_PART		oh	Ah	ID=452	S=28
68	فيها	فيها	فِي	في/PREP	ها/PRON_3FS	in	dans	ID=410	S=25
64	راكي	راكي	إِنّكَي	راك/PRESENT_PART	ي/POSS_PRON	you_are	tu_es	ID=2208	S=101
61	خير	خير	خَيْر	خير/ADJ_COMP	(null)/CASE_DEF_NOM		good,best	ID=228	S=14
59	ايا	ايا	ثُمَّ	ايا/CONJ			then,afterwards,next,moreover	ID=54	S=4
58	صحا	صحا	حَسَنًا	صحا/GERUND		ok	d'accord	ID=453	S=28
54	عليا	عليا	عليَ	علي/PREP	ا/POSS_PRON	on	sur	ID=2130	S=98
53	ها	ها	هَيَا	ها/VOC_PART			come_on	ID=862	S=46
52	ربي	ربي	رَبّ	رب/NOUN_ABSTRACT	ي/POSS_PRON	God,_lord	Dieu	ID=571	S=33
52	كنت	كنت	كَان	كن/PV	ت/SUFF_FEM_TA	was,were	étais_,étaient	ID=2093	S=96
51	هادا	هادا	هَذا	هاد/DEM_PRON	ا/PRON_3MS		this	ID=972	S=50
50	مشي	مشي	لَيْسَ	مشي/NEG_PART		not	ne_pas	ID=1386	S=70
48	عندك	عندك	عَنْد	عند/NOUN	ك/POSS_PRON_2MS	with,_at_you	avec,_à_toi	ID=403	S=24
47	نقولك	نقولك	قالَ	قول/IV	(null)/IVSUFF_MOOD:S+ك/IVSUFF_DO:2MS	say,tell	dire	ID=159	S=11
47	عندي	عندي	عِنْد	عند/NOUN	ي/POSS_PRON_1S	with,_to_me	avec,_chez_moi	ID=280	S=18
46	سي	سي	السَيَّد	سي/ABBREV		sir	monsieur	ID=3247	S=191
46	باسكو	باسكو	لأَن	باسكو/FOREIGN		because	parce_que	ID=1714	S=82
45	كون	كون	لو	كون/SUB_CONJ		if	si	ID=278	S=18
44	ادا	ادا	إ`ذا	ادا/CONDITION_PART			if,_whether	ID=2461	S=121
44	قالي	قالي	قَالَ	قال/PV	(null)/PV SUFF_SUBJ :3MS+ي/POSS_PRON	said	dis	ID=38	S=3
42	مين	مين	لَمّا	مين/SUBJUNC_PART		as,_when	quand	ID=995	S=51
41	عليها	عليها	عَلَى	علي/PREP	ها/POSS_PRON	on	sur	ID=918	S=48
41	هدا	هدا	هَذا	هدا/DEM_PRON		this	ce	ID=763	S=42
40	فيه	فيه	فِيه	في/PREP	ه/POSS_PRON	in	dans	ID=1161	S=59
39	شوية	شوية	قليل	شوي/NOUN_QUANT	ة/NSUFF_FEM_SG	little,some	peu,_certains	ID=7490	S=368
39	صايي	صايي	كَفَى	صايي/ADV		that's_enough	Ça_suffit!	ID=733	S=40
39	قاله	قاله	قالَ	قال/PV	(null)/PVSUFF_SUBJ:3MS+ه/PVSUFF_DO:3MS	said	dis	ID=74	S=6
38	بويا	بويا	أب	بو/NOUN	يا/POSS_PRON_1S		father	ID=330	S=21
38	مكانش	مكانش	لايُوجَد	كان/PV	(null)/PVSUFF_SUBJ:3MS+ش/NEG_PART	There_is_no	il_n'y_a_pas	ID=2824	S=152
38	حاجا	حاجة	شَيّء	حاج/NOUN_ABSTRACT	ة/NSUFF_FEM_SG	thing	chose	ID=2860	S=154
38	عليك	عليك	عليك	علي/PREP	ك/POSS_PRON	to_you	à_vous	ID=872	S=46
37	راهي	راهي	اِنَّها	را/PRESENT_PART	هي/POSS_PRON	it_is	elle_est	ID=514	S=31
37	عليه	عليه	عَلى	علي/PREP	ه/PRON_3FS	on	sur	ID=1149	S=59
36	اني	اني	إِنّني	ان/PRESENT_PART	ي/POSS_PRON	i_am	je_suis	ID=2475	S=122
36	الي	الي	الَذي	الي/REL_PRON		which,_who,_whom	qui	ID=2426	S=117
34	روحي	روحي	رُوح	روح/NOUN_ABSTRACT	ي/POSS_PRON	spirit,_soul	esprit	ID=1907	S=90
33	كانوا	كانوا	كانو	كان/PV	وا/PVSUFF_SUBJ:3MP	was,were	était.étaient	ID=25197	S=1143
33	روحك	روحك	رُوح	روح/NOUN_ABSTRACT	ك/POSS_PRON	spirit,soul	esprit	ID=1913	S=90
33	وحد	وحد	واحِد	وحد/NOUN			one	ID=170	S=12
32	معاه	معاه	معَ	مع/PREP	اه/POSS_PRON	with	avec	ID=940	S=49
31	نتيا	نتيا	أَنْتِ	نتيا/PRON			you_[fem.sg.]	ID=2862	S=154
31	ندير	ندير	فَعَل	دير/IV	(null)/IVSUFF_SUBJ:1S	do,conduct	faire,_conduire	ID=3902	S=216
31	الا	الا	إِذا	الا/CONDITION_PART		if	si	ID=393	S=24
31	!	!	!	!/PUNC			!	ID=3353	S=195
31	راهم	راهم	إنَّهم	را/PRESENT_PART	هم/POSS_PRON	they_are	il_sont	ID=591	S=34
30	انشاء	انشاء	إنشَاءَ	شاء/PV	(null)/PVSUFF_SUBJ:3MS	want	vouloir	ID=3161	S=185
29	معاك	معاك	مَعَكَ	معا/PREP	ك/POSS_PRON_2MS	with	avec	ID=41	S=3
28	تاعي	تاع	لِي	تاع/PREP		my	mon	ID=3880	S=215
27	فيك	فيك	فِي	في/PREP	ك/PRON_2MS	in_you	en_toi	ID=222	S=14
27	تاعك	تاعك	لَكَ	تاع/PREP	ك/POSS_PRON	yours	ton	ID=2681	S=146
27	كبيرة	كبيرة	كَبِيرة	كبير/ADJ_QUALIT	ة/NSUFF_FEM_SG		large,_big	ID=1594	S=77
26	راها	راها	إِنّها	راه/PRESENT_PART	ا/POSS_PRON	is	est	ID=938	S=49
26	ه	ه	ه	ه/TYPO		h	h	ID=1110	S=57
26	عليكم	عليكم	عَلَيكم	علي/PREP	كم/POSS_PRON	on	au	ID=1481	S=73
26	ديري	ديري	اِعْمَل	دير/CV	ي/CVSUFF_SUBJ : 2FS	do	faire	ID=4335	S=236
25	بنتي	بنتي	بَنتي	بنت/NOUN_ABSTRACT	ي/POSS_PRON	daughter	fille	ID=4394	S=238
25	معايا	معايا	مَع	مع/PREP	ايا/POSS_PRON	with	avec	ID=946	S=49
25	دوك	دوك	الان	دوك/NOUN_TIME_PLACE			now	ID=1002	S=51
25	كاش	كاش	أَيّ	كاش/PART			any	ID=606	S=35
24	كيفاش	كيفاش	كَيْفَ	كيفاش/REL_ADV		how	comment	ID=1672	S=81
24	سكنة	سكنة	المَنزِل	سكن/NOUN_CONCRETE	ة/NSUFF_FEM_SG		house,home	ID=523	S=31
24	كانت	كانت	كَاَنت	كان/PV	ت/PV SUFF_SUBJ :3FS	was,were	était,_étaient	ID=1019	S=53
24	حمد	حمد	حَمْد	حمد/NOUN		praise	merci	ID=437	S=26
24	منبعد	منبعد	بَعْد	بعد/ADV		after	après	ID=5316	S=274
24	مانيش	مانيش	إِنّني	ني/PRESENT_PART	ي/POSS_PRON+ش/NEG_PART	not_want	ne_veux_pas	ID=3633	S=206
23	هاكا	هاكا	هَكَذَا	هاكا/NOUN		like_this	comme_sa	ID=197	S=13
23	شوالا	شاوالا	مَاذأ	شاوالا/INTERROG_PART		what	quoi	ID=6039	S=318
23	عنده	عنده	عِنْد	عند/NOUN	ه/POSS_PRON	at,to	à,_à	ID=1164	S=59
23	نروح	نروح	راحَ	روح/IV	(null)/IVSUFF_MOOD:S	go	partir	ID=40	S=3
23	بيه	بيه	بِهِ	بي/PREP	ه/PRON_3MS	with;by_it;him	avec;par_elle;lui	ID=1434	S=71
22	تجي	تجي	جَاء	ج/IV	ي/IVSUFF_SUBJ:2FS		come;_fit	ID=279	S=18
22	عمري	عمري	نَفْسِي	عمر/ADJ_QUALIT	ي/POSS_PRON	myself	moi_même	ID=4696	S=250
22	قلت	قلت	قالَ	قل/PV	ت/PVSUFF_SUBJ:1S	said	dis	ID=33	S=3
21	حريرة	حريرة	حرِيرَة(حَسَاءجَزائِري)	حرير/NOUN_PROP	ة/NSUFF_FEM_SG	Harira_(algerian_soup)	Harira_(soupe_algerienne)	ID=7368	S=364
21	شابة	شابة	جَميلة	شاب/NOUN_ACTIVE_PART	ة/NSUFF_FEM_SG	beautiful	belle	ID=1151	S=59
21	عندها	عندها	عِنْدَ	عند/NOUN	ها/POSS_PRON	have,_own	avoir,_posséder	ID=200	S=13
21	هكا	هكا	هَكَذَا	هكا/NOUN_ABSTRACT		like_this	comme_ça	ID=2823	S=152
21	أرواح	أرواح	تَعَال	أرواح/CV	(null)/CVSUFF_SUBJ :2MS		come	ID=5564	S=284
21	يكون	يكون	كَان	كون/IV	(null)/IVSUFF_SUBJ: 3MS	is,_are	sera	ID=1784	S=85
20	مرحبا	مرحبا	مَرْحَبَا	مرحبا/INTERJ		welcome	bienvenue	ID=5667	S=288
20	قاتلي	قاتلي	قالَ	قات/PV	ت/PVSUFF_SUBJ:3FS+ل/PREP+ي/POSS_PRON_1S	said	dire	ID=219	S=14
20	صاحبي	صاحبي	صَاحِب	صاحب/NOUN_ACTIVE_PART	ي/POSS_PRON	friend	ami	ID=1971	S=92
20	شوفي	شوفي	شَاف	شوف/CV	ي/CVSUFF_SUBJ : 2FS	look,_listen	ecoute_,_regarde	ID=588	S=34
20	3	3		3/NUMBER			3	ID=1339	S=68
19	جات	جات	جَاءت	جا/PV	ت/SUFF_FEM_TA	come	venir	ID=1163	S=59
19	قالك	قالك	قالَ	قال/PV	(null)/PV SUFF_SUBJ :3MS+ك/PVSUFF_DO:2MS	said,tell	dis	ID=1132	S=59
19	لله	الله	اللَّه	الله/NOUN_PROP		allah,god	dieu	ID=934	S=48
19	ديجا	ديجا	قد	ديجا/FOREIGN		already	déjà	ID=2766	S=150
19	تروح	تروح	رَاحَ	روح/IV	(null)/IVSUFF_SUBJ : 2MS	go	partir	ID=35	S=3
19	فيا	فيا	فِي	في/PREP	ا/POSS_PRON		in_me	ID=2406	S=116
19	لك	لك	لِ	ل/PREP	ك/PRON_2MS	to_you,_for_you	à_toi,_pour_toi	ID=217	S=14
18	قاتله	قاتله	قالت	قا/PV	ت/PVSUFF_SUBJ:3FS+ل/PREP+ه/POSS_PRON_3MS		said	ID=155	S=11
18	ني	ني	لاهذاولاذاك	ني/FOREIGN		neither_nor	ni	ID=2674	S=146
18	قالها	قالها	قالَ	قال/PV	(null)/PVSUFF_SUBJ:3MS+ها/PVSUFF_DO:3FS	said	dire	ID=152	S=11
18	مسكينة	مسكينة	مِسْكِين	مسكين/NOUN	ة/NSUFF_FEM_SG		poor;humble	ID=145	S=10
18	يوم	يوم	يَوْم	يوم/NOUN_ABSTRACT		day	jour	ID=490	S=30
17	2	2		2/NUMBER			2	ID=1328	S=67
17	بيها	بيها	بِها	بي/PREP	ها/POSS_PRON	with_it	avec_ça	ID=6914	S=349
17	تاعه	تاعه	لِ	تاع/PREP	ه/POSS_PRON	its	son	ID=5483	S=282
17	ليق	ليق	لازِم	ليق/NOUN		required	obliger	ID=176	S=12
17	فيلا	فيلا	فِيلّا	فيلا/FOREIGN		villa	villa	ID=16636	S=775
17	نص	نص	نِصْف	نص/NOUN_ABSTRACT	(null)/CASE_INDEF_(ACC_GEN)	middle,semi	demi_,_semi	ID=1081	S=57
17	غايا	غايا	جَيِّد	غايا/ADJ_QUALIT	(null)/CASE_INDEF_(ACC_GEN)		good,_well	ID=819	S=44
17	مسكين	مسكين	مِسْكِين	مسكين/NOUN	(null)/CASE_INDEF_(ACC_GEN)	poor,_humble	pauvre,_modeste	ID=130	S=9
17	هواري	هواري	هواري	هواري/NOUN_PROP		Houari	Houari	ID=1365	S=69
17	ابري	ابري	بعد,بعدما	ابري/FOREIGN			after	ID=1187	S=61
17	نجي	نجي	أتَى	ج/IV	ي/IVSUFF_SUBJ:1S	come	viens	ID=3024	S=168
16	حيا	حيا	الشَيّء	حيا/NOUN_ABSTRACT	(null)/CASE_INDEF_(ACC_GEN)	thing	l'_affaire,_chose	ID=1464	S=72
16	دو	دو	مِن	دو/FOREIGN			of	ID=4778	S=253
16	مهم	مهم	مُهِمّ	مهم/NOUN_ACTIVE_PART		most_important	le_plus_important	ID=4318	S=236
16	حزيم	حزيم	حَزِيم	حزيم/NOUN_PROP		hazim	hazim	ID=3238	S=189
16	جاي	جاي	قَادِم	جاي/NOUN_ACTIVE_PART		come	venir	ID=2925	S=157
16	ملايين	ملايين	مَلَايِين	ملايين/NOUN_NUM		millions	millions	ID=6373	S=331
16	نديرو	نديرو	فَعَل	دير/IV	و/IVSUFF_SUBJ:MP_MOOD:SJ	do	faire	ID=7540	S=369
16	:	:	:	:/PUNC			:	ID=25359	S=1149
15	جاية	جاية	أتٍ	جاي/NOUN_ACTIVE_PART	ة/NSUFF_FEM_SG	come	venir	ID=4174	S=228
15	معاهم	معاهم	مَعهم	معا/PREP	هم/POSS_PRON	with	avec	ID=3824	S=212
15	كانو	كانو	كانو	كان/PV	و/PVSUFF_SUBJ:3MP	was,were	était.étaient	ID=901	S=47
15	الخير	الخير	خَيْر	خير/NOUN_ABSTRACT	(null)/CASE_DEF_GEN		good	ID=2701	S=147
