id	cefr	topic	arabic	source_form	latin	ko	en	kind	marker_type	oran_marker	evidence	status	source_id	source_locator	note
OD-0305	A1	function	في	في	fi	~에; ~안에	in	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10000; sentence 496	전치사
OD-0306	A1	function	ما	ما	ma	~않다	not	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10012; sentence 499	부정 표지
OD-0307	A1	function	و	و	w	그리고; ~와	and	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 20507; sentence 933	접속사
OD-0308	A1	function	من	من	men	~에서; ~부터	from	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10072; sentence 507	전치사
OD-0309	A1	function	كي	كي	ki	~할 때	when	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1; sentence 1	접속사
OD-0310	A1	function	غير	غي	ghir	오직; 단지	only; just	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11431; sentence 574	source_form غي를 표제 철자 غير로 정규화
OD-0311	A1	function	على	على	3la	~위에; ~에	on	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10057; sentence 505	전치사
OD-0312	A1	function	مع	مع	m3a	~와 함께	with	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10092; sentence 509	전치사
OD-0313	A1	function	تاع	تاع	ta3	~의	of	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10307; sentence 524	소유·속격 표지
OD-0314	A1	function	باش	بش	bach	~하기 위해; ~하도록	so that; in order to	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 13809; sentence 658	source_form بش를 표제 철자 باش로 정규화
OD-0315	A1	function	اللي	اللي	lli	~하는 사람; ~인 것	who; that; which	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 12269; sentence 605	관계대명사
OD-0316	A1	function	حتى	حتى	7tta	~까지	until; up to	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10052; sentence 504	전치사
OD-0317	A2	function	بلي	بلي	belli	~라고; ~라는 것	that	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11164; sentence 562	종속절 표지
OD-0318	A1	function	ماشي	ماشي	machi	~이 아니다	not; is not	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 12087; sentence 599	명사·형용사 부정
OD-0319	A2	function	قاع	قاع	ga3	전혀 ~않다	at all	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10888; sentence 549	강조 부정 문맥
OD-0320	A1	function	هاك	هاك	hak	이렇게	this way; like this	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10749; sentence 544	
OD-0321	A1	politeness	حمبوك	حمبوك	7embuk	제발	please	word	lexicon	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1008; sentence 52	부탁 표현
OD-0322	A1	function	بصح	بس	bsa7	하지만	but; however	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 12864; sentence 629	source_form بس를 MADOran diac بصح에 따라 정규화
OD-0323	A1	function	ولا	ولا	wella	또는	or	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10083; sentence 508	접속사
OD-0324	A2	function	تسما	تسما	tsema	그러니까; 그래서	so; therefore	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11039; sentence 555	담화 연결어
OD-0325	A1	time	بكري	بكري	bekri	일찍	early	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10346; sentence 526	
OD-0326	A2	function	بلاك	بلاك	belak	아마; 어쩌면	perhaps; maybe	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 14150; sentence 671	
OD-0327	A1	position	هنايا	هنايا	hnaya	여기	here	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 12031; sentence 597	
OD-0328	A1	position	تما	تما	temma	거기	there	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 13338; sentence 643	
OD-0329	A2	function	باه	باه	bah	~하기 위해	to; in order to	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10637; sentence 538	목적 접속사
OD-0330	A1	position	وراه	وراه	wrah	그의 뒤에	behind him	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 9725; sentence 453	3인칭 남성 접미사 포함
OD-0331	A2	function	اذا	اذا	ida	만약	if	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 12322; sentence 608	조건 표지
OD-0332	A2	function	وقيلا	وقيلا	wgila	아마	perhaps; maybe	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11285; sentence 566	
OD-0333	A1	position	تماك	تماك	temmak	저기	there	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 13213; sentence 639	
OD-0334	A1	position	قدامك	قدامك	qddamek	네 앞에	in front of you	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11914; sentence 592	2인칭 남성 접미사 포함
OD-0335	A2	manner	بشوية	بشوية	bchwiyya	천천히	slowly	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 16627; sentence 775	
