"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0925"	"A2"	"general"	"لهم"	"لهم"	"lhm"	"그들에게; 그들을 위해"	"to, for + them"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2326; sentence 109"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0926"	"A2"	"function"	"فليل"	"فليل"	"flyl"	"밤에"	"at night"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5159; sentence 269"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0927"	"A2"	"function"	"فيكم"	"فيكم"	"fykm"	"너희 안에"	"in you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5733; sentence 291"	"소유·전치사 결합 접사=2인칭 복수"
"OD-0928"	"A2"	"function"	"منه"	"منه"	"mnh"	"그에게서; 그것에서"	"from him / from it"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6436; sentence 334"	"소유·전치사 결합 접사=3인칭 남성 단수"
"OD-0929"	"A2"	"abstract"	"حياتك"	"حياتك"	"7yatk"	"네 삶"	"your life"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6999; sentence 352"	"소유·전치사 결합 접사=2인칭"
"OD-0930"	"A2"	"general"	"بيهم"	"بيهم"	"byhm"	"그들과"	"with them [masc.pl.]"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 12720; sentence 624"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0931"	"A2"	"general"	"ليام"	"ليام"	"lyam"	"그날들; 시절"	"the days / times"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 653; sentence 37"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0932"	"A2"	"verbs"	"بغا"	"بغا"	"bgha"	"그는 원했다"	"he wanted"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1888; sentence 90"	"완료형; 형태 태그상 주어=그"
"OD-0933"	"A2"	"abstract"	"حقه"	"حقه"	"79h"	"그의 권리; 그의 몫"	"his right / due"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4706; sentence 250"	"소유·전치사 결합 접사=3인칭 남성 단수"
"OD-0934"	"A2"	"people"	"عمي"	"عمي"	"3my"	"내 친삼촌"	"my paternal uncle"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4747; sentence 252"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0935"	"A2"	"function"	"مور"	"مور"	"mwr"	"뒤에; 이후에"	"after"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5654; sentence 288"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0936"	"A2"	"abstract"	"حياتي"	"حياتي"	"7yaty"	"내 삶"	"my life"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5873; sentence 309"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0937"	"A2"	"verbs"	"ناضت"	"ناضت"	"nadt"	"그녀는 일어났다/소동이 벌어졌다"	"she got up / it broke out"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6750; sentence 344"	"완료형; 형태 태그상 주어=그녀"
"OD-0938"	"A2"	"verbs"	"كبرت"	"كبرت"	"kbrt"	"나는 자랐다"	"I grew up"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6827; sentence 347"	"완료형; 형태 태그상 주어=나"
"OD-0939"	"A2"	"general"	"رانيش"	"رانيش"	"ranych"	"나는 ~이 아니다/없는 상태다"	"I am not"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14890; sentence 696"	"ra-ni-sh; 1인칭 단수 상태 부정"
"OD-0940"	"A2"	"general"	"اليوم"	"اليوم"	"alywm"	"오늘"	"today"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16229; sentence 758"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0941"	"A2"	"abstract"	"الحال"	"الحال"	"al7al"	"상황; 상태"	"situation,condition"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 17899; sentence 826"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0942"	"A2"	"verbs"	"هات"	"هات"	"hat"	"가져오다 (명령)"	"bring / give (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 21027; sentence 968"	"명령형; 형태 태그상 주어=너(남성 단수)"
"OD-0943"	"A2"	"general"	"بلوطو"	"بلوطو"	"blwtw"	"자동차로"	"by car"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 180; sentence 12"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0944"	"A2"	"verbs"	"وليت"	"وليت"	"wlyt"	"나는 돌아왔다/~이 되었다"	"I came back / became"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 229; sentence 15"	"완료형; 형태 태그상 주어=나"
"OD-0945"	"A2"	"verbs"	"قبلت"	"قبلت"	"9blt"	"그녀는 받아들였다"	"she accepted"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 398; sentence 24"	"완료형; 형태 태그상 주어=그녀"
"OD-0946"	"A2"	"function"	"بها"	"بها"	"bha"	"그녀와 함께; 그것으로"	"with her / with it"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 660; sentence 37"	"소유·전치사 결합 접사=3인칭 여성 단수"
"OD-0947"	"A2"	"verbs"	"بغات"	"بغات"	"bghat"	"그녀는 원했다"	"she wanted"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2404; sentence 116"	"완료형; 형태 태그상 주어=그녀"
"OD-0948"	"A2"	"verbs"	"داورو"	"داورو"	"dawrw"	"돌리다 (명령)"	"turn (imperative, pl.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2510; sentence 125"	"명령형; 형태 태그상 주어=너희"
