"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0781"	"A2"	"general"	"بسم"	"بسم"	"bsm"	"In the name"	"In the name"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7399; sentence 365"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0782"	"A2"	"verbs"	"نقد"	"نقد"	"n9d"	"나는 할 수 있다"	"I can"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7511; sentence 368"	"미완료형; 형태 태그상 주어=나"
"OD-0783"	"A2"	"verbs"	"نقي"	"نقي"	"n9y"	"깨끗이 해 (여성 단수에게)"	"clean it (imperative, f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 8061; sentence 388"	"명령형; 형태 태그상 주어=너(여성 단수)"
"OD-0784"	"A2"	"communication"	"صحيتي"	"صحيتي"	"s7yty"	"고마워 (여성에게)"	"thank you (to a woman)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 8343; sentence 399"	"감사 인사 표현; 1인칭 소유·전치사 접사 분석 아님"
"OD-0785"	"A2"	"verbs"	"يبدا"	"يبدا"	"ybda"	"그는 시작한다"	"he starts / begins"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 8953; sentence 418"	"미완료형; 형태 태그상 주어=그"
"OD-0786"	"A2"	"people"	"صاحبك"	"صاحبك"	"sa7bk"	"네 친구"	"your friend"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9947; sentence 489"	"소유·전치사 결합 접사=2인칭"
"OD-0787"	"A2"	"general"	"خوه"	"خوه"	"khwh"	"그의 형제"	"his brother"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9995; sentence 495"	"소유·전치사 결합 접사=3인칭 남성 단수"
"OD-0788"	"A2"	"verbs"	"نزقي"	"نزقي"	"nz9y"	"나는 소리친다"	"I shout"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 10281; sentence 523"	"미완료형; 형태 태그상 주어=나"
"OD-0789"	"A2"	"verbs"	"يولي"	"يولي"	"ywly"	"그는 ~이 된다"	"he becomes"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 10764; sentence 544"	"미완료형; 주어=그(3인칭 남성 단수)"
"OD-0790"	"A2"	"verbs"	"تبان"	"تبان"	"tban"	"그녀가 보인다/드러난다"	"she appears / becomes visible"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11524; sentence 577"	"미완료형; 형태 태그상 주어=그녀"
"OD-0791"	"A2"	"verbs"	"تقعد"	"تقعد"	"t93d"	"그녀는 머문다"	"she stays"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 12003; sentence 595"	"미완료형; 형태 태그상 주어=그녀"
"OD-0792"	"A2"	"verbs"	"يكدب"	"يكدب"	"ykdb"	"그는 거짓말한다"	"he lies"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13420; sentence 646"	"미완료형; 형태 태그상 주어=그"
"OD-0793"	"A2"	"verbs"	"نكري"	"نكري"	"nkry"	"나는 rent out한다"	"I rent out"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13520; sentence 648"	"미완료형; 형태 태그상 주어=나"
"OD-0794"	"A2"	"people"	"والديه"	"والديه"	"waldyh"	"그의 부모"	"his parents"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13878; sentence 662"	"소유접사=3인칭 남성 단수만 해당"
"OD-0795"	"A2"	"verbs"	"تخلص"	"تخلص"	"tkhls"	"너(남성 단수)는 지불한다"	"you (m.sg.) pay"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13910; sentence 663"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0796"	"A2"	"general"	"بالي"	"بالي"	"baly"	"내 마음; 내 생각"	"my mind / thoughts"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14212; sentence 673"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0797"	"A2"	"verbs"	"ستغلي"	"ستغلي"	"stghly"	"watch (명령)"	"watch (imperative, f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14490; sentence 682"	"명령형; 형태 태그상 주어=너(여성 단수)"
"OD-0798"	"A2"	"verbs"	"بغيتي"	"بغيتي"	"bghyty"	"너(여성 단수)는 원했다"	"you (f.sg.) wanted"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16117; sentence 754"	"완료형; 형태 태그상 주어=너(여성 단수)"
"OD-0799"	"A2"	"verbs"	"تولي"	"تولي"	"twly"	"그녀는 ~이 된다"	"she becomes"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16211; sentence 757"	"미완료형; 형태 태그상 주어=그녀"
"OD-0800"	"A2"	"people"	"راجلك"	"راجلك"	"rajlk"	"네 남편"	"your husband"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 17439; sentence 805"	"소유·전치사 결합 접사=2인칭"
