id	cefr	topic	arabic	source_form	latin	ko	en	kind	marker_type	oran_marker	evidence	status	source_id	source_locator	note
OD-0369	A1	function	عند	عند	3and	~에; ~에게	at; to	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 301; sentence 19	위치·소유 구문에 사용
OD-0370	A1	verbs	كان	كان	kan	그는 ~였다	he was	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 89; sentence 7	MADOran PV subject 3MS
OD-0371	A1	verbs	قال	قال	qal	그는 말했다	he said	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 702; sentence 39	MADOran PV subject 3MS
OD-0372	A1	verbs	يقول	يقول	yqul	그는 말한다	he says; tells	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 2165; sentence 100	MADOran y/IV3MS
OD-0373	A1	places	وهران	وهران	wahran	오랑	Oran	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1393; sentence 70	도시명
OD-0374	A1	verbs	دير	دير	dir	해!	do!	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 342; sentence 22	표면형 기준 2인칭 남성 명령형; 원 코퍼스 형태주석 3FS와 충돌
OD-0375	A1	family	خويا	خويا	khuya	내 형제; 친구	my brother; mate	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1166; sentence 59	친근한 호칭 가능
OD-0376	A1	verbs	تشوف	تشوف	tchuf	너는 본다(남성)	you see (masculine)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1412; sentence 70	MADOran t/IV2MS
OD-0377	A1	verbs	كنا	كنا	kna	우리는 ~였다	we were	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1075; sentence 57	MADOran PV subject 1P
OD-0378	A1	verbs	نهدر	نهدر	nehder	나는 말한다	I speak; talk	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 2919; sentence 156	MADOran n/IV1S
OD-0379	A1	verbs	يروح	يروح	yru7	그는 간다	he goes	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1559; sentence 76	MADOran y/IV3MS
OD-0380	A1	verbs	تكون	تكون	tkun	그녀는 ~이다	she is	word	grammar	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 3589; sentence 204	MADOran t/IV3FS
OD-0381	A1	verbs	تبغي	تبغي	tbghi	너는 원한다(남성)	you want (masculine)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 283; sentence 19	MADOran t/IV2MS
OD-0382	A1	verbs	يجي	يجي	yji	그는 온다	he comes	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1450; sentence 72	MADOran y/IV3MS
OD-0383	A1	daily	حاجة	حاجة	7aja	물건; 것	thing	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 361; sentence 22	
